MAPLE 60 2246 0
ROCKPLATFORM 48 2324 1
FLOWERS 68 2308 1
ROCKPLATFORM -32 2374 0
FLOWERS -14 2358 0
ROCKPLATFORM -32 2476 1
ROCKPLATFORM 48 2526 0
FLOWERS 76 2510 1
SMALLROCKPLATFORM 80 2776 0
SMALLROCKPLATFORM 58 2816 1
ROCKPLATFORM -32 2856 0
ROCKPLATFORM 48 2946 1
FLOWERS 60 2930 0
MAPLE -8 2582 1
MAPLE 40 2582 1
MAPLE 88 2582 1
GRASSPLATFORM -18 2666 0
GRASSPLATFORM 34 2666 0
GRASSPLATFORM 86 2666 0
ROCKPLATFORM 240 2526 1
ROCKPLATFORM 320 2592 0
ROCKPLATFORM 320 2740 1
FLOWERS 348 2724 1
ROCKPLATFORM 240 2806 0
FLOWERS 278 2790 0
TREE 164 2878 1
TREE 274 2854 0
GROUND -42 3006
GROUND 56 3006
GROUND 154 3006
GROUND 252 3006
GROUND 350 3006
BUSH 320 2976 1
BUSH 160 2976 1
BUSH 16 2976 0
SMALLROCKPLATFORM 338 1446 0
SMALLROCKPLATFORM 274 1510 1
SMALLROCKPLATFORM 210 1574 0
SMALLROCKPLATFORM 146 1638 1
SMALLROCKPLATFORM 82 1702 0
SMALLROCKPLATFORM 18 1766 1
SMALLROCKPLATFORM 338 1830 0
SMALLROCKPLATFORM 274 1894 1
TREE 128 1822 0
GRASSPLATFORM 146 1958 0
GRASSPLATFORM 180 1958 1
BUSH 142 1926 1
BUSH 180 1926 1
SMALLROCKPLATFORM 82 2022 0
SMALLROCKPLATFORM 18 2086 1
SMALLROCKPLATFORM 82 2150 0
SMALLROCKPLATFORM 146 2214 1
SMALLROCKPLATFORM 274 2214 0
SMALLROCKPLATFORM 338 2150 1
SMALLROCKPLATFORM 210 2278 0
SMALLROCKPLATFORM 274 2342 1
SMALLROCKPLATFORM 338 2406 0
#
PIGEON 272 2776
PIGEON 48 2636
PIGEON 252 2496
PIGEON 68 2294
PIGEON 168 1928
CROW 152 2724 1 .10 1 .010
CROW 14 2470 1 .016 0 .016
CROW 68 2172 1 .010 0 .10
CROW 8 1982 1 .014 0 .14
CROW 84 1632 1 .010 1 .010
CROW 48 1596 1 .008 0 .14
CROW 196 1488 1 .024 1 .024
PLAYER 242 2932 1
#
PORTAL 322 1442 2
PORTAL 242 3002 0
