GRASSPLATFORM 104 3004 0
GRASSPLATFORM 142 3004 1
BUSH 102 2972 0
BUSH 140 2972 0
SMALLROCKPLATFORM 16 3004 0
SMALLROCKPLATFORM 60 3004 1
SMALLROCKPLATFORM 340 2940 1
SMALLROCKPLATFORM 340 2882 0
SMALLROCKPLATFORM 340 2824 1
ROCKPLATFORM 32 2784 0
FLOWERS 52 2768 1
ROCKPLATFORM 176 2712 1
FLOWERS 224 2696 0
ROCKPLATFORM 320 2664 0
ROCKPLATFORM -32 2600 1
MAPLE 120 2470 0
ROCKPLATFORM 112 2552 0
FLOWERS 136 2536 1
ROCKPLATFORM 256 2480 1
FLOWERS 260 2464 0
SMALLROCKPLATFORM 16 2440 0
TREE 202 2218 0
GRASSPLATFORM 68 2370 0
GRASSPLATFORM 106 2370 1
GRASSPLATFORM 144 2370 0
GRASSPLATFORM 182 2370 1
GRASSPLATFORM 220 2370 0
GRASSPLATFORM 258 2370 1
BUSH 66 2338 0
BUSH 104 2338 0
BUSH 142 2338 0
BUSH 218 2338 0
BUSH 256 2338 0
ROCKPLATFORM 338 2298 1
ROCKPLATFORM -50 2226 0
FLOWERS -8 2210 1
ROCKPLATFORM 338 2154 1
GRASSPLATFORM 220 2076 0
GRASSPLATFORM 182 2076 1
GRASSPLATFORM 144 2076 0
GRASSPLATFORM 106 2076 1
BUSH 132 2044 1
BUSH 164 2044 1
SMALLROCKPLATFORM 18 2004 1
SMALLROCKPLATFORM 338 1932 0
SMALLROCKPLATFORM 18 1860 1
MAPLE 130 1708 1
MAPLE 170 1702 1
GRASSPLATFORM 144 1782 0
GRASSPLATFORM 182 1782 1
BUSH 190 1750 1
ROCKPLATFORM 338 1710 0
ROCKPLATFORM 338 1638 1
FLOWERS 346 1622 0
ROCKPLATFORM 338 1566 0
ROCKPLATFORM 338 1494 1
SMALLROCKPLATFORM 266 1422 0
SMALLROCKPLATFORM 194 1494 1
SMALLROCKPLATFORM 122 1566 0
SMALLROCKPLATFORM 50 1494 1
SMALLROCKPLATFORM 50 1422 0
SMALLROCKPLATFORM 122 1350 1
MAPLE 328 1240 0
GRASSPLATFORM 338 1312 0
SMALLROCKPLATFORM 122 1278 0
SMALLROCKPLATFORM 194 1206 1
TREE -30 1076 0
GRASSPLATFORM -12 1206 0
SMALLROCKPLATFORM 122 1134 0
GRASSPLATFORM 258 1094 1
GRASSPLATFORM 296 1094 0
GRASSPLATFORM 334 1094 1
GRASSPLATFORM 372 1094 0
BUSH 264 1062 0
SMALLROCKPLATFORM 122 1062 1
ROCKPLATFORM -50 990 0
ROCKPLATFORM -50 918 1
ROCKPLATFORM -50 846 0
FLOWERS 6 830 1
ROCKPLATFORM -50 774 1
ROCKPLATFORM -50 702 0
ROCKPLATFORM -50 630 1
FLOWERS -8 614 0
SMALLROCKPLATFORM 276 710 0
SMALLROCKPLATFORM 276 790 1
SMALLROCKPLATFORM 276 830 0
SMALLROCKPLATFORM 276 910 1
PIGEON 56 2754
PIGEON 352 2634
PIGEON 170 2522
PIGEON 84 2340
PIGEON 238 2046
PIGEON 276 1064
CROW 48 2320 1 .008 1 .08
CROW 8 2178 1 .006 1 .028
CROW 90 2032 1 .012 1 .12
CROW 8 1884 1 .006 1 .028
CROW 34 1428 1 .012 1 .12
CROW 110 1094 1 .12 1 .010
CROW 222 790 1 .02 1 .12
CROW 224 790 1 .2 1 .02
CROW 310 790 1 .2 1 .02
CROW 224 708 1 .2 1 .02
CROW 310 708 1 .2 1 .02
PLAYER 122 2930 1
PORTAL 260 906 2
PORTAL 122 3000 0
