TREE 20 2694 1
TREE 150 2672 0
GRASSPLATFORM 36 2820 1
GRASSPLATFORM 74 2820 0
GRASSPLATFORM 112 2820 1
GRASSPLATFORM 150 2820 0
GRASSPLATFORM 188 2820 1
GRASSPLATFORM 226 2820 0
BUSH 144 2788 1
BUSH 230 2788 1
FLOWERS 34 2806 0
FLOWERS 56 2806 0
FLOWERS 78 2806 0
FLOWERS 100 2806 0
MAPLE 20 2832 1
MAPLE 68 2832 1
MAPLE 116 2832 1
MAPLE 164 2832 1
GRASSPLATFORM 36 2914 0
GRASSPLATFORM 74 2914 1
GRASSPLATFORM 112 2914 0
GRASSPLATFORM 150 2914 1
GRASSPLATFORM 188 2914 0
GRASSPLATFORM 226 2914 1
BUSH 44 2882 0
BUSH 92 2882 0
BUSH 140 2882 0
FLOWERS 186 2900 1
FLOWERS 208 2900 1
FLOWERS 230 2900 1
FLOWERS 252 2900 1
SMALLROCKPLATFORM 320 2870 0
SMALLROCKPLATFORM 320 2964 1
SMALLROCKPLATFORM 240 3008 0
ROCKPLATFORM 36 3008 0
TEXT 17 2461 1
TEXT 15 2516 2
TEXT 39 2773 3
TEXT 39 2867 4
TEXT 39 2961 5
TEXT 202 3040 6
TEXT 43 2798 7
TEXT 43 2892 8
PLAYER 224 2746 0
PORTAL 224 2816 2
PORTAL 224 2910 2
PORTAL 224 3004 2
